product_name,price,product_image,category,sold,disccount,free_ongkir,cod
(1) Gantungan HP bracelet gelang / Lanyard HP estetik / PHONE STRAP BEADS / Tali HP / Strap HP Blackpink / Gantungan Kamera / Gantungan HP Korea / Gantungan HP PIta mote / Strap HP jennie lisa rose jisoo,8.272,https://down-id.img.susercontent.com/file/id-11134207-7qula-lhh408vptee66c_tn,handphone-aksesoris,10RB+ Terjual,-6%,true,true
NEW !! ORIGINAL ULTRA STEEL MAGSAFE CASE IPHONE 11 12 13 14 15 PRO MAX PLUS,58.000,https://down-id.img.susercontent.com/file/id-11134207-23030-iuxurthm6iovd4_tn,handphone-aksesoris,10RB+ Terjual,-3%,true,true
Headset U19 Macaron Makaron Plastik Hf Earphone Kabel Dove Glossy packing,3.500,https://down-id.img.susercontent.com/file/sg-11134201-22100-6zs41s5r0tivc1_tn,handphone-aksesoris,10RB+ Terjual,,true,true
HF/Headset JBL Pure Basss JB-01 HF Music Audio JB01 Earphone ♧ WARNA RANDOM,3.300,https://down-id.img.susercontent.com/file/id-11134207-7r991-lp9ztw8vo2a5b8_tn,handphone-aksesoris,10RB+ Terjual,-67%,true,true
True Wireless Earbuds Anker Soundcore A20i - A3948,195.000,https://down-id.img.susercontent.com/file/id-11134207-7qukx-lf9fed9om8ji40_tn,handphone-aksesoris,10RB+ Terjual,-72%,true,true
Kivee Kabel Data USB Type C Fast Charging 3.0 A Macaron for Xiaomi Vivo Oppo Huawei,12.900,https://down-id.img.susercontent.com/file/3bb6cc0594eba6424abce9b1a843b09a_tn,handphone-aksesoris,10RB+ Terjual,-63%,true,true
Monster XKT08 Wireless Bluetooth Earphone Headset Headphone Earbuds TWS HIFI Surround,138.000,https://down-id.img.susercontent.com/file/id-11134207-7qukz-lhz0k8543wsu34_tn,handphone-aksesoris,10RB+ Terjual,>80% off,true,true
"OPPO Reno8 T 4G 8GB/256GB [100MP Portrait Camera, 33W SuperVOOC 5000mAh, Fiberglass-Leather]",3.499.000,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lp6w5wd1qez1c4_tn,handphone-aksesoris,8RB Terjual,-26%,true,true
realme C51 NFC 4GB+4GB* | 64GB (Dynamic RAM | 33W SUPERVOOC Charge | 50MP AI Camera | 5000mAh Battery),1.498.000,https://down-id.img.susercontent.com/file/id-11134201-7r990-loxohvuoyfkd80_tn,handphone-aksesoris,"5,5RB Terjual",-12%,true,true
ROBOT Airbuds T50S Liquid Silicone Case - Shark/Dinosaur/Cat/Spaceman - Garansi Resmi Supplier 1 tahun,34.900,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lkkroddyojvk93_tn,handphone-aksesoris,10RB+ Terjual,-30%,true,true
Official Xiaomi Redmi Note 12 Pro (6GB/128GB) | (8GB/256GB) Kamera Quad 108MP 120Hz Layar AMOLED,3.299.000,https://down-id.img.susercontent.com/file/id-11134201-7r98v-lo1fvzgfzncxc8_tn,handphone-aksesoris,"9,4RB Terjual",-6%,true,true
CASE CLEAR AIRBAG SAMSUNG A05 A05S A02 M02 A03  A03 CORE A04 A04E A04S A13 5G,6.000,https://down-id.img.susercontent.com/file/sg-11134201-7qvdy-lhlraitmfexx33_tn,handphone-aksesoris,10RB+ Terjual,,true,true
HP VIVO Y66 RAM 4/64GB 4G Smartphone Android GARANSI,395.000,https://down-id.img.susercontent.com/file/id-11134207-7r98s-llde6ra6x7pz45_tn,handphone-aksesoris,"9,6RB Terjual",-32%,true,true
3D Flower Case - Softcase Fullcover For iPhone 7 8 SE2020 X XS XR XSMAX 11 11PRO 11PROMAX 12 13 MINI 14 PLUS PRO PROMAX,9.600,https://down-id.img.susercontent.com/file/780a3643ad56393134d302c5d188851d_tn,handphone-aksesoris,10RB+ Terjual,-76%,true,true
TEMPERED GLASS CERAMIC SPY MATTE FILM SAMSUNG A04/A04S/A04 CORE/A04E/A13/A13 5G/A23/A24/A33 5G/A53 5G/A73 5G/A03/A03s/A03 CORE/A05/A05S/A02/A02S/A01 CORE/A01/A12/A21S/A21/A31/A51/A71/A22 4G/A22 5G/A32 5G/A52 4G/A52 5G/A52s 5G/A52s/A72/A72 5G/A32 4G/A52 4G,3.780,https://down-id.img.susercontent.com/file/sg-11134201-22100-1sokc028e4ivef_tn,handphone-aksesoris,10RB+ Terjual,-58%,true,true
Kabel Data 《AROVER X10 PRO》 Kabel Data Fast Charging Micro / Type C / Iphone - 120W - Original,10.000,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lomgczzo4myv47_tn,handphone-aksesoris,10RB+ Terjual,-74%,true,true
Wall Charger Anker 312 Samsung Charger 25W - A2642,125.000,https://down-id.img.susercontent.com/file/id-11134207-7r98z-loxr1zwepndae2_tn,handphone-aksesoris,10RB+ Terjual,-69%,true,true
"OPPO A96 8GB/256GB [5000mAh, 33W SuperVOOC, Qualcomm  Snapdragon 680]",3.000.000,https://down-id.img.susercontent.com/file/id-11134207-7r98z-lp6w5wd1p0ela8_tn,handphone-aksesoris,10RB+ Terjual,-30%,true,true
"WaterProof Case HP Anti Air Size XL Untuk HP Max 6.5""",2.950,https://down-id.img.susercontent.com/file/sg-11134201-22100-h083likpzkiv3b_tn,handphone-aksesoris,10RB+ Terjual,-71%,true,true
STYLUS PEN IPAD IPHONE ANDROID / PULPEN STYLUS HP 2 IN 1 QQ172,9.999,https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-ll938ry7qw1809_tn,handphone-aksesoris,10RB+ Terjual,-56%,true,true
Baseus Bowie E3 True Wireless Bluetooth Earphone Earbuds,399.000,https://down-id.img.susercontent.com/file/id-11134207-7r98v-lo0k90z25q3f4c_tn,handphone-aksesoris,10RB+ Terjual,-47%,true,true
