product_name,price,product_image,category,sold,disccount,free_ongkir,cod
STOP KONTAK + KABEL 2/3/4/5 LUBANG 1.5/3/5/10 METER SNI,29.999,https://down-id.img.susercontent.com/file/id-11134201-7r98r-lmuf2w7ezfgn3a_tn,elektronik,10RB+ Terjual,-4%,true,true
PAKET LAMPU LED STRIP 5050 3528 2835 RGB 5M 10M IP44 IP33 RGB REMOTE LAMPU HIAS WARNA WARNI LAMPU KAMAR AESTHETIC TUMBLR PLAFON,65.000,https://down-id.img.susercontent.com/file/ea3c3b6ca183d4068b4ccfded61ca410_tn,elektronik,10RB+ Terjual,-57%,true,true
Retaily Lampu Tumblr Xeron 10M Packing Box Lampu Hari Raya Lebaran Lampu Natal Lampu Led Lampu Hias Dekorasi,11.430,https://down-id.img.susercontent.com/file/id-11134207-7r98y-llw5tkhd68tb44_tn,elektronik,10RB+ Terjual,-13%,true,true
[1200gr] H047 |  BLENDER CAPSULE CUTTER QUATRE - BLENDER KAPSUL SERBAGUNA,53.850,https://down-id.img.susercontent.com/file/d474128258f39f7bd27559e457424de4_tn,elektronik,10RB+ Terjual,-12%,true,true
[GREEN] BLENDER DAGING STAINLESS HIJAU PREMIUM/ FOOD CHOPPER STAINLESS KUALITAS BAGUS,74.000,https://down-id.img.susercontent.com/file/id-11134207-7quky-li76ikel5q72f3_tn,elektronik,10RB+ Terjual,,true,true
Standfan | Kipas Angin Berdiri Mastap 16in,122.500,https://down-id.img.susercontent.com/file/id-11134207-7r992-lmhjeqpyye23fd_tn,elektronik,"8,4RB Terjual",-47%,true,true
CCTV Wireless A9 Mini Smart Camera Wifi HD 1080P Micro v380 Kamera Keamanan  Kamera Pengintai  Tersembunyi Kecil Smart Network IP Surveillance Tanpa Kabel Outdoor Wide Angle Support HP Smartphone Termurah,55.000,https://down-id.img.susercontent.com/file/id-11134207-7qul6-lh1ib2wg50og30_tn,elektronik,"6,2RB Terjual",-42%,true,true
MKL - 10 meter Lampu Tumblr Bola Anggur Lampu Pohon natal Tumbler Model bulat led 50pcs E007,19.495,https://down-id.img.susercontent.com/file/sg-11134201-22110-3kenlr1jq7jv5d_tn,elektronik,10RB+ Terjual,-78%,true,true
ZHYO 520ML Blender buah portabel  multifungsi  Pembuat jus mini dengan 6 bilah   Blender jus buah USB yang dapat diisi ulang Blender kapsul,49.000,https://down-id.img.susercontent.com/file/id-11134207-7r990-lo6lnnlcnmd8da_tn,elektronik,"5,4RB Terjual",-22%,true,true
KUKE Speedy Chopper Blender Tarik / Blender Manual / Blender sayur dan buah YG-708,16.388,https://down-id.img.susercontent.com/file/e25f73ff9675f65e58699c186f0e423c_tn,elektronik,10RB+ Terjual,-4%,true,true
Kipas Angin Karakter 10INCH / Kipas Meja Listrik Table Fan,55.100,https://down-id.img.susercontent.com/file/id-11134207-7qukw-lfpit9cpt77q2c_tn,elektronik,"6,3RB Terjual",-42%,true,true
Set Top Box Luby Receiver TV STB Digital DVBT2-01 Full HD SNI Original,133.000,https://down-id.img.susercontent.com/file/id-11134207-7qul0-liwmw9mrwtw7a2_tn,elektronik,10RB+ Terjual,-5%,true,true
Panci Listrik Serbaguna Lapisan Keramik-Panci Travel Kukus & Goreng⭐Mrlion.Olshop⭐,52.399,https://down-id.img.susercontent.com/file/id-11134207-7qul4-lh1os1mb2pun59_tn,elektronik,10RB+ Terjual,,true,true
